show_id,punctuation,type,title,director,cast,country,release_year,rating,duration_int,duration_type,listed_in
ns2146,3.5,tv show,terrace house: tokyo 2019-2020,,"you, reina triendl, yoshimi tokui, azusa babazono, ryota yamasato, shono hayama",japan,2019,tv-ma,2,season,"international tv shows, reality tv"
ns2147,3.5,movie,the lost husband,vicky wight,"leslie bibb, josh duhamel, nora dunn, sharon lawrence, callie hope haverda, roxton garcia",united states,2020,pg-13,110,min,"dramas, romantic movies"
ns2148,3.5,movie,diamonds in the sky,kunle afolayan,"joke silva, omowunmi dada, bimbo akintola, femi adebayo, kayode olaiya, ali nuhu, yvonne jegede, toyin abraham, adebayo salami, ayo mogaji, magaji mijinyawa",,2018,tv-14,113,min,"dramas, international movies"
ns2149,3.5,tv show,the governor,,"caroline chikezie, bimbo manuel, lord frank, edmond enaibe, taiwo obileye, jude chukwuka, kunle coker, paul christian chukwudi, samuel abiola robinson, simi adejumo, ani iyoho",nigeria,2016,tv-14,1,season,"international tv shows, tv dramas"
ns215,3.5,movie,sas: rise of the black swan,magnus martens,"sam heughan, ruby rose, andy serkis, hannah john-kamen, tom wilkinson, tom hopper, noel clarke, anne reid, owain yeoman, jing lusi, ray panthaki, richard mccabe, douglas reith",,2021,r,124,min,"action & adventure, international movies"
ns2150,3.6,movie,we summon the darkness,marc meyers,"alexandra daddario, amy forsyth, keean johnson, maddie hasson, logan miller, austin swift, johnny knoxville, allison mcatee, tanner beard","united states, canada, united kingdom",2020,r,90,min,"horror movies, thrillers"
ns2151,3.4,movie,"berlin, berlin: lolle on the run",franziska meyer price,"felicitas woll, janina uhse, jan sosniok, matthias klimsa, sandra borgmann, kai lentrodt, armin rohde, gitta schweighöfer, kailas mahadevan",germany,2020,tv-ma,82,min,"comedies, international movies"
ns2152,3.5,tv show,high seas,,"ivana baquero, jon kortajarena, alejandra onieva, eloy azorín, chiqui fernández, tamar novas, daniel lundh, manuela vellés, natalia rodríguez, laura prats, ignacio montes, begoña vargas, luis bermejo, pepe ocio, ben temple, félix gómez, antonio durán 'morris', eduardo blanco, josé sacristán",spain,2020,tv-ma,3,season,"crime tv shows, international tv shows, spanish-language tv shows"
ns2153,3.5,tv show,selling sunset,,,,2020,tv-ma,3,season,reality tv
ns2154,3.5,tv show,sing on! germany,,palina rojinski,germany,2020,tv-pg,1,season,"international tv shows, reality tv"
ns2155,3.6,movie,stars in the sky: a hunting story,steven rinella,steven rinella,united states,2018,tv-14,69,min,documentaries
ns2156,3.5,movie,the magic school bus rides again kids in space,richard weston,"kate mckinnon, matthew mucci, mikaela blake, gabby clarke, roman lutterotti, leke maceda-rustecki, birva pandya, lynsey pham, kaden stephen",united states,2020,tv-y,46,min,children & family movies
ns2157,3.5,tv show,tiny creatures,,mike colter,united states,2020,tv-pg,1,season,"docuseries, science & nature tv, tv action & adventure"
ns2158,3.5,tv show,wizards: tales of arcadia,,"colin o'donoghue, david bradley, lena headey, emile hirsch, lexi medrano, steven yeun, alfred molina, james faulkner, stephanie beatriz, john rhys-davies",united states,2020,tv-y7,1,season,"kids' tv, tv action & adventure, tv sci-fi & fantasy"
ns2159,3.4,tv show,word party songs,,,united states,2020,tv-y,1,season,kids' tv
ns216,3.5,movie,shootout at lokhandwala,apoorva lakhia,"amitabh bachchan, sanjay dutt, sunil shetty, arbaaz khan, abhishek bachchan, vivek oberoi, tusshar kapoor, rohit roy, shabbir ahluwalia, dia mirza, amrita singh, neha dhupia",india,2007,tv-ma,116,min,"action & adventure, dramas, international movies"
ns2160,3.5,movie,work it,laura terruso,"sabrina carpenter, jordan fisher, liza koshy, keiynan lonsdale, michelle buteau, drew ray tanner",united states,2020,tv-14,94,min,comedies
ns2161,3.5,tv show,ever after high,,"jonquil goode, karen strassman, audu paden, julie maddalena, marieve herington, rena strober, evan smith, wendee lee, haviland stillwell, valerie arem, cam clarke, colleen foy, cindy robinson, joe sanfelippo, jamieson price, debi derryberry, lindsey ames, rajo zakic, erin fitzgerald, malcolm danare",canada,2016,tv-y7,5,season,kids' tv
ns2162,3.6,movie,nasha natasha,martín sastre,natalia oreiro,uruguay,2020,tv-pg,72,min,"documentaries, international movies, music & musicals"
ns2163,3.5,tv show,the rain,,"alba august, lucas lynggaard tønnesen, mikkel boe følsgaard, lukas løkken, jessica dinnage, sonny lindberg, angela bundalovic, lars simonsen","denmark, united states",2020,tv-ma,3,season,"international tv shows, tv dramas, tv mysteries"
ns2164,3.6,movie,anelka: misunderstood,franck nataf,nicolas anelka,france,2020,tv-14,95,min,"documentaries, international movies, sports movies"
ns2165,3.6,movie,sin city,pascal amanfo,"yvonne nelson, kunle remi, adjetey anang, oscar provencal, michelle mckinney hammond, rosaline meurer, kweku elliot, regina van helvert, alhaji fadika, isaac akwesi awonor",,2019,tv-14,101,min,"international movies, thrillers"
ns2166,3.6,tv show,world's most wanted,,,united states,2020,tv-14,1,season,"crime tv shows, docuseries, international tv shows"
ns2167,3.5,movie,a go! go! cory carson summer camp,"stanley moore, alex woo","alan c. lim, smith foreman, abigail vibat, pfifer chastain, jim capobianco, neena-sinaii simpo, eli morse, adelaide hirasaki, paul killam, kerry gudjohnsen, maisie benson",,2020,tv-y,21,min,children & family movies
ns2168,3.6,movie,malibu rescue: the next wave,savage steve holland,"ricardo hurtado, breanna yde, jackie r. jacobson, abby donnelly, alkoya brunson, jeff meacham, ella gross, carlos sanson, jt neal, camaron engels, kirrilee berger",united states,2020,tv-g,71,min,"children & family movies, comedies"
ns2169,3.5,tv show,mystery lab,,"felipe castanhari, lilian regina, bruno miranda, guilherme briggs",brazil,2020,tv-pg,1,season,"docuseries, international tv shows, science & nature tv"
ns217,3.6,movie,shor in the city,"raj nidimoru, krishna d.k.","sendhil ramamurthy, tusshar kapoor, nikhil dwivedi, preeti desai, sundeep kishan, radhika apte, pitobash, girija oak, alok chaturvedi, sudhir chowdhary",india,2011,tv-14,106,min,"comedies, dramas, independent movies"
ns2170,3.6,movie,sam jay: 3 in the morning,kristian mercado,sam jay,united states,2020,tv-ma,64,min,stand-up comedy
ns2171,3.5,tv show,immigration nation,,,united states,2020,tv-ma,1,season,docuseries
ns2172,3.5,movie,almost love,mike doyle,"scott evans, augustus prew, kate walsh, michelle buteau, zoë chao, patricia clarkson, colin donnell, christopher gray",united states,2020,tv-ma,92,min,"comedies, dramas, independent movies"
ns2173,3.5,movie,killing hasselhoff,darren grant,"ken jeong, david hasselhoff, jim jefferies, jon lovitz, rhys darby, dan bakkedahl, jennifer ikeda, will sasso, colton dunn",united states,2017,r,80,min,comedies
ns2174,3.6,tv show,moesha,,"brandy norwood, william allen young, sheryl lee ralph, countess vaughn, lamont bentley, shar jackson, marcus t. paulk, yvette wilson",united states,2000,tv-pg,6,season,"tv comedies, teen tv shows"
ns2175,3.5,tv show,my perfect landing,,"morgan wigle, tom hulshof, helena marie, shawn thompson, natasha zaborski, ajanae stephenson, francesca van keekan, jordan clark",canada,2020,tv-g,1,season,kids' tv
ns2176,3.5,tv show,nagi-asu: a lull in the sea,,"natsuki hanae, kana hanazawa, ai kayano, ryota osaka, kaito ishikawa, mikako komatsu, kaori ishihara, kaori nazuka, masuo amada, junji majima, motomu kiyokawa, kohsuke toriumi",japan,2014,tv-14,1,season,"anime series, romantic tv shows, teen tv shows"
ns2177,3.6,movie,rogue warfare: the hunt,mike gunther,"will yun lee, jermaine love, rory markham, bertrand-xavier corbi, katie keene, fernando chien, gina decesare, michael blalock, chris mulkey, stephen lang",united states,2020,r,104,min,action & adventure
ns2178,3.6,movie,super monsters: the new class,steve ball,"elyse maloway, vincent tong, erin mathews, andrea libman, alessandro juliani, nicole anthony, diana kaarina, gigi saul guerrero, asia mattu, rukiya bernard, elicia mackenzie, ian james corlett, britt mckillip",canada,2020,tv-y,25,min,children & family movies
ns2179,3.6,tv show,the next step,,"shamier anderson, victoria baldesarra, alexandra beaton, jordan clark, brennan clost, samantha grecchi, lamar johnson, isaac lupien, trevor tordjman, brittany raymond, bree wasylenko, jennifer pappas, tamina pollack-paris, logan fabbro, megan mackenzie, alex beaton, natalie krill",canada,2018,tv-g,1,season,"kids' tv, reality tv, tv dramas"
ns218,3.5,movie,the dirty picture,milan luthria,"vidya balan, emraan hashmi, tusshar kapoor, naseeruddin shah, rajesh sharma, imran hasnee, anju mahendru",india,2011,tv-14,145,min,"comedies, dramas, international movies"
ns2180,3.5,movie,the ottoman lieutenant,joseph ruben,"michiel huisman, hera hilmar, josh hartnett, ben kingsley, haluk bilginer, affif ben badra, paul barrett, jessica turner","turkey, united states",2017,r,111,min,"dramas, romantic movies"
ns2181,3.5,tv show,toradora!,,"rie kugimiya, junji majima, yui horie, hirofumi nojima, eri kitamura, sayaka ohara, ai nonaka, momoko ishikawa, hiroyuki yoshino, kazuyuki okitsu, rie tanaka, yuhko kaida, saori goto",japan,2008,tv-14,1,season,"anime series, international tv shows, romantic tv shows"
ns2182,3.6,tv show,transformers rescue bots academy,,"adam andrianopolous, pierce cravens, xander crowell, paul guyet, michael hansen, mason hensley, courtney shaw, alan trinca, keyon williams, andy zou",united states,2020,tv-y,2,season,kids' tv
ns2183,3.6,movie,tumi or not tumi,mfanelo ngoma,tumi morake,,2020,tv-ma,72,min,stand-up comedy
ns2184,3.6,movie,what keeps you alive,colin minihan,"hannah emily anderson, brittany allen, martha macisaac, joey klein, charlotte lindsay marron",canada,2018,r,99,min,"lgbtq movies, thrillers"
ns2185,3.5,tv show,get even,,"kim adis, mia mckenna-bruce, bethany antonia, jessica alexander",united kingdom,2020,tv-pg,1,season,"british tv shows, crime tv shows, international tv shows"
ns2186,3.6,movie,latte and the magic waterstone,"regina welker, nina wels","ashley bornancin, carter hastings",germany,2020,tv-y,83,min,"children & family movies, comedies"
ns2187,3.5,movie,raat akeli hai,honey trehan,"nawazuddin siddiqui, radhika apte, khalid tyabji, aditya srivastava, padmavati rao, shivani raghuvanshi, nishant dahiya, shweta tripathi, gyanendra tripathi, shreedhar dubey, swanand kirkire, riya shukla, tigmanshu dhulia, ila arun, natasha rastogi",india,2020,tv-ma,150,min,"dramas, international movies, thrillers"
ns2188,3.7,movie,seriously single,"katleho ramaphakela, rethabile ramaphakela","fulu mugovhani, tumi morake, bohang moeko, yonda thomas",south africa,2020,tv-ma,108,min,"comedies, international movies, romantic movies"
ns2189,3.5,movie,sugar high,ariel boles,hunter march,united states,2020,tv-g,44,min,children & family movies
ns219,3.6,tv show,titletown high,,,,2021,tv-14,1,season,"reality tv, teen tv shows"
ns2190,3.5,tv show,sugar rush,,"candace nelson, adriano zumbo, hunter march",united states,2020,tv-pg,3,season,reality tv
ns2191,3.5,tv show,the umbrella academy,,,"united states, canada",2020,tv-14,2,season,"tv action & adventure, tv mysteries, tv sci-fi & fantasy"
ns2192,3.6,movie,retablo,álvaro delgado-aparicio l.,"junior béjar roca, amiel cayo, magaly solier, hermelinda luján, mauro chuchón, claudia solís, coco chiarella","peru, germany, norway",2017,tv-ma,102,min,"dramas, international movies"
ns2193,3.6,tv show,transformers: war for cybertron trilogy,,"jake foushee, jason marnocha, linsay rousseau, joe zieja, frank todaro, bill rogers, keith silverstein, edward bosco",united states,2020,tv-y7,1,season,anime series
ns2194,3.5,movie,uma maheswara ugra roopasya,venkatesh maha,"satya dev, vk naresh, raghavan, suhas p, ravindra vijay, chandana koppisetti, roopa koduvayur, kushalini pulapa",india,2020,tv-ma,137,min,"comedies, dramas, independent movies"
ns2195,3.6,tv show,unlucky ploy,nopparoj chotmunkongsit,"anusorn maneethet, atsadaporn siriwattanakul, waratthaya wongchayaporn, thanawetch siriwattanakul, pokchat thiamchai, phichikorn ployphimana, supachai suwanon, daraneenuch pasutanavin, kittiphong dumavibhat, aphiradi phawaphutanon, attharut krongrasri, ronnawee sereerat, lita janvarapa, sitang punnapob, yani tramod",,2020,tv-ma,1,season,"international tv shows, romantic tv shows, tv comedies"
ns2196,3.5,movie,it's her day,aniedi anwah,"bovi ugboma, amanda ebeye, shaffy bello, adunni ade, ini dima-okojie, 'najite dede, gregory ojefua, thelma ezeamaka, femi durojaiye, ese lami george, toni tones",nigeria,2016,tv-ma,112,min,"comedies, international movies, romantic movies"
ns2197,3.5,movie,redemption,mickey fonseca,"gil alexandre, arlete bombe, rashid abdul, laquino fonseca, tomas bie, candido quembo, jorge amade, aldovina chiziane",mozambique,2019,tv-ma,102,min,"dramas, international movies, thrillers"
ns2198,3.6,movie,shine your eyes,matias mariani,"o.c. ukeje, indira nascimento, paulo andré, ike barry, chukwudi iwuji","brazil, france",2020,tv-ma,103,min,"dramas, independent movies, international movies"
ns2199,3.5,movie,the hater,jan komasa,"maciej musiałowski, agata kulesza, danuta stenka, vanessa aleksander, maciej stuhr, jacek koman, adam gradowski, piotr biedron, martynika kosnica",poland,2020,tv-ma,136,min,"dramas, international movies, thrillers"
ns22,3.6,tv show,resurrection: ertugrul,,"engin altan düzyatan, serdar gökhan, hülya darcan, kaan taşaner, esra bilgiç, osman soykut, serdar deniz, cengiz coşkun, reshad strik, hande subaşı",turkey,2018,tv-14,5,season,"international tv shows, tv action & adventure, tv dramas"
ns220,3.5,tv show,edens zero,,"takuma terashima, mikako komatsu, rie kugimiya, hiromichi tezuka, shiori izawa, shiki aoki, sayaka ohara, hochu otsuka, kikuko inoue",japan,2021,tv-14,1,season,"anime series, international tv shows"
ns2200,3.6,movie,the speed cubers,sue kim,,united states,2020,tv-pg,41,min,documentaries
ns2201,3.5,movie,tread,paul solet,,united states,2019,tv-ma,88,min,documentaries
ns2202,3.5,tv show,last chance u,,"john franklin iii, dj law, buddy stephens, brittany wagner, ronald ollie",united states,2020,tv-ma,5,season,docuseries
ns2203,3.6,movie,banana split,ben kasulke,"hannah marks, liana liberato, dylan sprouse, luke spencer roberts, jessica hecht, addison riecke, meagan kimberly smith, haley ramm",united states,2020,tv-ma,84,min,"comedies, dramas, independent movies"
ns2204,3.5,tv show,shameless (u.s.),,"william h. macy, emmy rossum, justin chatwin, cameron monaghan, jeremy allen white, shanola hampton, steve howey, ethan cutkosky, emma kenney, laura wiggins, joan cusack",united states,2019,tv-ma,10,season,"tv comedies, tv dramas"
ns2205,3.6,movie,door ke darshan,gagan puri,"dolly ahluwalia, manu rishi chadha, mahie gill, shardul rana, archita sharma, rajesh sharma, supriya shukla, mehak manwani",india,2020,tv-14,114,min,"comedies, international movies"
ns2206,3.5,movie,double world,teddy chan,"henry lau, peter ho, lin chenhan, jiang luxia, ming hu, him law, shi shi, mark cheng, wang ziyi, xu minghu",china,2020,tv-14,110,min,"action & adventure, international movies"
ns2207,3.6,movie,project marathwada,bhavin wadia,"om puri, seema biswas, kunal sheth, rahul patel, katarina kajkus, farrah kader, govind namdeo, dalip tahil",india,2016,tv-ma,103,min,"dramas, independent movies, international movies"
ns2208,3.6,movie,animal crackers,"tony bancroft, scott christian sava","emily blunt, john krasinski, ian mckellen, danny devito, raven-symoné, patrick warburton, wallace shawn, gilbert gottfried, tara strong, harvey fierstein, james arnold taylor, kevin grevioux, sylvester stallone, lydia rose taylor","china, spain, south korea, united states",2020,tv-y7,106,min,"children & family movies, comedies"
ns2209,3.5,movie,dragons: rescue riders: secrets of the songwing,"greg rankin, tj sullivan","noah kaye bentley, brennley brown, zach callison, nicolas cantu, skai jackson, marsai martin, andre robinson, carlos alazraqui, renée elise goldsberry",united states,2020,tv-y,46,min,"children & family movies, comedies"
