show_id,punctuation,type,title,director,cast,country,release_year,rating,duration_int,duration_type,listed_in
ns2037,3.6,movie,#alive,cho il,"yoo ah-in, park shin-hye",south korea,2020,tv-ma,99,min,"horror movies, international movies, thrillers"
ns2038,3.5,tv show,record of youth,,"park bo-gum, park so-dam, byeon woo-seok, ha hee-ra, shin ae-ra, han jin-hee, shin dong-mi, lee chang-hoon, kwon soo-hyun, cho yu-jung, park su-young, seo sang-won, lee jae-won",south korea,2020,tv-14,1,season,"international tv shows, romantic tv shows, tv dramas"
ns2039,3.5,movie,my octopus teacher,"pippa ehrlich, james reed",,south africa,2020,tv-g,86,min,"children & family movies, documentaries, international movies"
ns204,3.6,movie,kyaa kool hain hum 3,umesh ghadge,"tusshar kapoor, aftab shivdasani, krishna abhishek, mandana karimi, shakti kapoor, darshan jariwala, sushmita mukherjee, meghna naidu, anand kumar, claudia ciesla",india,2016,tv-ma,124,min,"comedies, international movies"
ns2040,3.4,movie,toll booth,tolga karaçelik,"büşra pekin, nur aysan, ruhi sarı, nergis öztürk, nadir sarıbacak, serkan ercan, sermet yeşil, enes mazak, zafer diper",turkey,2010,tv-ma,98,min,"dramas, independent movies, international movies"
ns2041,3.5,tv show,transformers: cyberverse,,"sophia isabella, jeremy levy, jacob tillman, ryan andes, deanna mcgovern, dick terhune",,2020,tv-y7,2,season,kids' tv
ns2042,3.4,movie,"waiting for ""superman""",davis guggenheim,,united states,2010,pg,111,min,documentaries
ns2043,3.6,tv show,cleverman,,"hunter page-lochard, rob collins, deborah mailman, ryan corr, stef dawson, iain glen, frances o'connor, tasma walton, tony briggs","australia, new zealand, united states",2017,tv-ma,1,season,"tv dramas, tv sci-fi & fantasy, tv thrillers"
ns2044,3.6,movie,villain,philip barantini,"craig fairbrass, george russo, robert glenister, izuka hoyle, mark monero, tomi may, eloise lovell anderson, taz skylar, nicholas aaron",united kingdom,2020,r,97,min,dramas
ns2045,3.5,tv show,away,,"hilary swank, josh charles, vivian wu, mark ivanir, ato essandoh, ray panthaki, talitha eliana bateman",united states,2020,tv-14,1,season,"romantic tv shows, tv dramas, tv sci-fi & fantasy"
ns2046,3.6,movie,i'm thinking of ending things,charlie kaufman,"jessie buckley, jesse plemons, toni collette, david thewlis, guy boyd",united states,2020,r,135,min,"dramas, independent movies"
ns2047,3.5,movie,kandasamys: the wedding,jayan moodley,"jailoshini naidoo, maeshni naicker, madhushan singh, mishqah parthiephal, yugan naidoo, koobeshan naidoo, mariam bassa, rushil juglall, tesarnia oree",south africa,2019,tv-14,93,min,"comedies, dramas, international movies"
ns2048,3.5,tv show,spirit riding free: riding academy,,"amber frank, bailey gambertoglio, sydney park, darcy rose byrnes, rhys darby",united states,2020,tv-y7,2,season,kids' tv
ns2049,3.5,movie,the lost okoroshi,abba t. makama,"seun ajayi, judith audu, tope tedela, ifu ennada, chiwetalu agu, demi banwo, ibrahim jammal, micheal ajotubu, ozzy agu, cristabel goddy",nigeria,2019,tv-ma,94,min,"comedies, dramas, independent movies"
ns205,3.5,movie,kyaa super kool hain hum,sachin yardi,"tusshar kapoor, riteish deshmukh, anupam kher, rohit shetty, neha sharma, chunky pandey, sarah-jane dias, razak khan, kavin dave",india,2012,tv-ma,136,min,"comedies, international movies"
ns2050,3.5,movie,you're my boss,antoinette jadaone,"toni gonzaga, coco martin, freddie webb, jm de guzman, gloria sevilla, noel trinidad, adam chan, pepe herrera, jerald napoles",philippines,2015,tv-14,117,min,"comedies, international movies, romantic movies"
ns2051,3.5,movie,afonso padilha: classless,"junior carelli, rudge campos",afonso padilha,brazil,2020,tv-ma,63,min,stand-up comedy
ns2052,3.6,movie,ave maryam,ertanto robby soediskam,"maudy koesnaedi, chicco jerikho, tutie kirana, olga lydia, joko anwar, nathania angela widjaja, sendy febrina, suhartini, atie krisnawati, ratnawati sutandar, ninik winarni utomo",indonesia,2018,tv-pg,73,min,"dramas, independent movies, international movies"
ns2053,3.6,movie,"love, guaranteed",mark steven johnson,"rachael leigh cook, damon wayans jr., heather graham, caitlin howden, brendan taylor, sebastian billingsley-rodriguez, sean amsing, lisa durupt, alvin sanders, jed rees, kandyse mcclure",united states,2020,tv-pg,91,min,"comedies, independent movies, romantic movies"
ns2054,3.6,tv show,young wallander,,"adam pålsson, richard dillane, leanne best, ellise chappell",united kingdom,2020,tv-ma,1,season,"crime tv shows, international tv shows, tv dramas"
ns2055,3.4,tv show,chef's table: bbq,,,united states,2020,tv-14,1,season,"docuseries, reality tv"
ns2056,3.5,movie,freaks – you're one of us,felix binder,"cornelia gröschel, tim oliver schultz, wotan wilke möhring, nina kunzendorf, frederic linkemann, finnlay berger, gisa flake, ralph herforth, thelma buabeng",germany,2020,tv-ma,93,min,"dramas, independent movies, international movies"
ns2057,3.5,movie,hotel for dogs,thor freudenthal,"emma roberts, jake t. austin, kyla pratt, lisa kudrow, kevin dillon, don cheadle, johnny simmons, troy gentile, eric edelstein, robinne lee, ajay naidu","germany, united states",2009,pg,101,min,"children & family movies, comedies"
ns2058,3.5,movie,sky tour: the movie,nguyen thanh tung,son tung m-tp,vietnam,2020,tv-g,93,min,"documentaries, international movies, music & musicals"
ns2059,3.6,tv show,the witcher: a look inside the episodes,,"henry cavill, anya chalotra, freya allan, lauren schmidt hissrich, eamon farren, mimi ndiweni, myanna buring, joey batey, adam levy, jodhi may",,2020,tv-ma,1,season,"docuseries, tv sci-fi & fantasy"
ns206,3.4,movie,kyo kii... main jhuth nahin bolta,david dhawan,"govinda, sushmita sen, rambha, anupam kher, satish kaushik, sharad kapoor, kiran kumar, mohnish bahl",india,2001,tv-14,150,min,"comedies, international movies, sci-fi & fantasy"
ns2060,3.5,movie,adrift,baltasar kormákur,"shailene woodley, sam claflin, jeffrey thomas, elizabeth hawthorne","hong kong, iceland, united states",2018,pg-13,96,min,"action & adventure, dramas, romantic movies"
ns2061,3.5,movie,always be my maybe,dan villegas,"gerald anderson, arci muñoz, cacai bautista, ricci chan, tirso cruz iii, carlo aquino, matt evans, ahron villena, victor silayan, tj trinidad",philippines,2016,tv-14,112,min,"international movies, romantic movies"
ns2062,3.5,movie,barbie princess adventure,conrad helten,"america young, erica lindbeck, ritesh rajan, dave fennoy, stephanie sheh, cristina milizia, desirae whitfield, emma galvin, angelo restaino, eamon brennan, ogie banks",netherlands,2020,tv-y,72,min,"children & family movies, music & musicals"
ns2063,3.5,tv show,blue exorcist,,"nobuhiko okamoto, jun fukuyama, kana hanazawa, kazuya nakai, koji yusa, yuki kaji, eri kitamura, ayahi takagaki, rina satou, daisuke ono, ryotaro okiayu, tetsuya kakihara, hiroshi kamiya, keiji fujiwara, hiroaki hirata, jin urayama, katsuyuki konishi, kisho taniyama, m・a・o, kazuhiro yamaji, hideyuki tanaka, masaki terasoma, naomi shindo",japan,2017,tv-ma,2,season,"anime series, international tv shows"
ns2064,3.5,tv show,bookmarks,,marley dias,united states,2020,tv-y,1,season,kids' tv
ns2065,3.6,tv show,borgen,,"sidse babett knudsen, birgitte hjort sørensen, pilou asbæk, emil poulsen, freja riemann, søren malling, thomas levin, benedikte hansen, mikael birkkjær, anders juul, lisbeth wulff, kasper lange, lars knutzon, søren spanning, christoph bastrup, morten kirkskov, bjarne henriksen, peter mygind, ole thestrup, iben dorner, dar salim, jens albinus, christian tafdrup, alastair mackenzie, julie agnete vang, kristian halken, ricard lawrence, marie askehave, rikke lylloff, mille dinesen, anne sofie espersen",denmark,2012,tv-ma,3,season,"international tv shows, tv dramas"
ns2066,3.5,movie,children of the sea,ayumu watanabe,"mana ashida, hiiro ishibashi, seishu uragami, win morisaki, goro inagaki, yu aoi, toru watanabe, min tanaka, sumiko fuji","japan, united states",2019,tv-pg,112,min,"anime features, international movies"
ns2067,3.5,tv show,erased,,"tao tsuchiya, shinnosuke mitsushima, aoi yuki, chinatsu akasaki, yo taichi, akari kito, ayaka nanase, yukitoshi kikuchi, takahiro mizushima, minami takayama, mitsuru miyamoto",japan,2016,tv-14,1,season,"anime series, international tv shows, tv thrillers"
ns2068,3.6,movie,fate/grand order -first order-,hitoshi namba,"nobunaga shimazaki, rie takahashi, ayako kawasumi, madoka yonezawa, kenichi suzumura, tomokazu sugita",japan,2016,tv-14,72,min,"action & adventure, anime features, international movies"
ns2069,3.5,tv show,felipe esparza: bad decisions,,felipe esparza,united states,2020,tv-ma,1,season,"stand-up comedy & talk shows, tv comedies"
ns207,3.5,movie,"lsd: love, sex aur dhokha",dibakar banerjee,"nushrat bharucha, anshuman jha, neha chauhan, rajkummar rao, arya banerjee, amit sial, herry tangri",india,2010,tv-ma,112,min,"dramas, independent movies, international movies"
ns2070,3.6,tv show,h,,"jamel debbouze, éric judor, ramzy bedia, catherine benguigui, sophie mounicot, jean-luc bideau",france,2002,tv-ma,4,season,"international tv shows, tv comedies"
ns2071,3.5,tv show,heidi,,"monique hore, sophia morrison, peter mcallum, nicole shostak, jamie croft, beth armstrong, kate fitzpatrick, penny cook, charlotte hamlyn, tess meyer","france, australia, germany",2020,tv-y7,1,season,kids' tv
ns2072,3.6,movie,puss in boots,chris miller,"antonio banderas, salma hayek, zach galifianakis, billy bob thornton, amy sedaris, constance marie, guillermo del toro, mike mitchell",united states,2011,pg,92,min,"children & family movies, comedies"
ns2073,3.5,movie,sex drive,sean anders,"josh zuckerman, amanda crew, clark duke, seth green, james marsden, michael cudlitz, dave sheridan, alice greczyn, katrina bowden, charlie mcdermott, mark l. young",united states,2008,r,109,min,comedies
ns2074,3.7,tv show,"sister, sister",,"tia mowry-hardrict, jackée harry, tamera mowry-housley, tim reid, marques houston, ronreaco lee, deon richmond",united states,1998,tv-pg,6,season,"tv comedies, teen tv shows"
ns2075,3.5,movie,soldier,abbas mustan,"rakhee gulzar, bobby deol, preity zinta",india,1998,tv-14,155,min,"comedies, dramas, international movies"
ns2076,3.4,movie,"take the ball, pass the ball",duncan mcmath,"thierry henry, michael carnick, javier mascherano, fabio capello, jordi cruyff, andrés iniesta, xavi hernández, lionel messi, victor valdes, leo messi",spain,2018,tv-ma,109,min,"documentaries, international movies, sports movies"
ns2077,3.4,movie,the boss baby: get that baby!,"dan forgione, pete jacobs, matt whitlock","jp karliak, pierce gagnon, alex cazares, kevin michael richardson, flula borg, rhys darby, wendie malick, jake green",united states,2020,tv-y7,115,min,"children & family movies, comedies"
ns2078,3.5,movie,the match,francesco carnesecchi,"francesco pannofino, alberto di stasio, gabriele fiore, giorgio colangeli, fabrizio sabatucci, veruska rossi, giulia cragnotti, siria simeoni, lidia vitale, daniele mariani",italy,2020,tv-ma,97,min,"dramas, international movies, sports movies"
ns2079,3.5,tv show,the promised neverland,,"sumire morohoshi, maaya uchida, mariya ise, yuhko kaida, nao fujita, shinei ueki, lynn, hiyori kono, shizuka ishigami, ai kayano, mari hino, yuko mori, ari ozawa",japan,2019,tv-14,1,season,"anime series, international tv shows, tv thrillers"
ns208,3.6,movie,mission istaanbul: darr ke aagey jeet hai,apoorva lakhia,"vivek oberoi, zayed khan, shriya saran, nikitin dheer, shabbir ahluwalia, sunil shetty, shweta bhardwaj",india,2008,tv-14,119,min,"action & adventure, international movies, music & musicals"
ns2080,3.5,movie,the smurfs,raja gosnell,"hank azaria, neil patrick harris, jayma mays, sofía vergara, tim gunn, jonathan winters, katy perry, alan cumming, fred armisen, george lopez, anton yelchin, kenan thompson, jeff foxworthy, john oliver, wolfgang puck, b.j. novak, paul reubens","united states, belgium, canada, france",2011,pg,103,min,"children & family movies, comedies"
ns2081,3.6,tv show,thomas and friends,greg tiernan,"michael angelis, ben small, keith wickham, kerry shale",united kingdom,2020,tv-y,2,season,"british tv shows, classic & cult tv, kids' tv"
ns2082,3.5,movie,true: friendship day,"mark thornton, todd kauffman","michela luci, jamie watson, eric peterson, anna claire bartlam, nicolas aqui, cory doran, julie lemieux, derek mcgrath",canada,2020,tv-y,24,min,children & family movies
ns2083,3.5,movie,maniyarayile ashokan,shamzu zayba,"jacob gregory, s.v. krishna shankar, shine tom chacko, vijayaraghavan, sri lakshmi, anupama parameswaran, dulquer salmaan, nazriya fahad",india,2020,tv-14,110,min,"comedies, international movies, romantic movies"
ns2084,3.6,movie,the debt collector 2,jesse v. johnson,"scott adkins, louis mandylor, vladimir kulich, marina sirtis, ski carr, charity collins, mayling ng, josef cannon, jermaine jacox, vernon wells",united states,2020,tv-ma,97,min,action & adventure
ns2085,3.6,movie,all together now,brett haley,"auli'i cravalho, justina machado, rhenzy feliz, fred armisen, carol burnett, judy reyes, taylor richardson, c.s. lee, anthony jacques",united states,2020,pg,94,min,dramas
ns2086,3.6,tv show,i am a killer: released,,,"united kingdom, united states",2020,tv-ma,1,season,"british tv shows, crime tv shows, docuseries"
ns2087,3.5,tv show,masaba masaba,,"masaba gupta, neena gupta, neil bhoopalam, rytasha rathore, smaran sahu, nayan shukla, pooja bedi, satyadeep misra",india,2020,tv-ma,1,season,"international tv shows, tv comedies, tv dramas"
ns2088,3.5,movie,santana,"chris roland, maradona dias dos santos","paulo americano, raul rosario, rapulana seiphemo, david o'hara, hakeem kae-kazim, neide vieira, cigano satyohamba, nompilo gwala","south africa, angola",2020,tv-ma,107,min,"action & adventure, international movies"
ns2089,3.5,movie,unknown origins,david galán galindo,"javier rey, verónica echegui, brays efe, antonio resines, álex garcía, carlos areces, ernesto alterio, leonardo sbaraglia",spain,2020,tv-ma,97,min,"international movies, thrillers"
ns209,3.5,movie,once upon a time in mumbaai,milan luthria,"ajay devgn, emraan hashmi, kangana ranaut, prachi desai, randeep hooda, naved aslam, asif basra, avtar gill",india,2010,tv-14,133,min,"dramas, international movies, music & musicals"
ns2090,3.5,tv show,aggretsuko,,"kaolip, komegumi koiwasaki, maki tsuruta, sohta arai, rina inoue, shingo kato, yuki takahashi",japan,2020,tv-14,3,season,"anime series, international tv shows"
ns2091,3.6,movie,edge of seventeen,david moreton,"chris stafford, tina holmes, andersen gabrych, stephanie mcvay, lea delaria, john eby, antonio carriero, jason lockhart",united states,1998,tv-ma,103,min,"comedies, dramas, independent movies"
ns2092,3.5,movie,the bridge curse,lester hsi,"jc lin, vera yen, summer meng, ning chang, ruby zhan, hsieh yi-hung, cheng ko",taiwan,2020,tv-ma,88,min,"horror movies, international movies, thrillers"
ns2093,3.7,movie,the young messiah,cyrus nowrasteh,"adam greaves-neal, sara lazzaro, vincent walsh, sean bean, jonathan bailey, agni scott",united states,2016,pg-13,111,min,"dramas, faith & spirituality"
ns2094,3.5,tv show,her mother's killer,,"carolina gómez, marlon moreno, george slebi, geraldine zivic, andrea gómez, maría cecilia botero, juliana galvis, edwin maya, alejandro gutiérrez, viviana santos, michelle manterola, juan alfonso baptista, carolina cuervo, santiago felipe gomez, matias maldonado, kristina lilley, mauricio figueroa, ana wills, juan manuel diaz, ricardo mejia, orlando valenzuela, ana-maría sánchez, julieta villar",colombia,2020,tv-ma,1,season,"international tv shows, spanish-language tv shows, tv dramas"
ns2095,3.5,movie,lingua franca,isabel sandoval,"eamon farren, lev gorn, pj boudousqué, lynn cohen, isabel sandoval, ivory aquino, andrea leigh, leif steinert","united states, philippines",2019,tv-ma,94,min,"dramas, international movies, lgbtq movies"
ns2096,3.5,movie,making the witcher,nathan wiley,"henry cavill, anya chalotra, freya allan, eamon farren, mimi ndiweni, adam levy, myanna buring, joey batey, lauren schmidt hissrich, tomasz bagiński, andrew laws, sneha koorse, declan de barra, beau demayo, simon emanuel, iván pohárnok, tim aslam, charlotte brändström",united states,2020,tv-ma,33,min,documentaries
ns2097,3.6,tv show,million dollar beach house,,,united states,2020,tv-ma,1,season,reality tv
ns2098,3.5,movie,rising phoenix,,,united kingdom,2020,pg-13,107,min,"documentaries, international movies, sports movies"
ns2099,3.6,tv show,emily's wonder lab,,"emily callandrelli, sky alexis, kennedi butler, arya darbahani, christopher farrar, alex jayne go, jayden langarcia, makenzie lee-foster, tenz mccall, zaela rae, mason wells",united states,2020,tv-y,1,season,kids' tv
ns21,3.5,tv show,monsters inside: the 24 faces of billy milligan,olivier megaton,,,2021,tv-14,1,season,"crime tv shows, docuseries, international tv shows"
ns210,3.5,movie,once upon a time in mumbai dobaara!,milan luthria,"akshay kumar, imran khan, sonakshi sinha, sonali bendre, sarfaraz khan, mahesh manjrekar, abhimanyu singh, kurush deboo, pitobash, chetan hansraj",india,2013,tv-14,142,min,"dramas, international movies, music & musicals"
ns2100,3.6,tv show,trinkets,,"brianna hildebrand, kiana madeira, quintessa swindell, brandon butler, odiseas georgiadis, henry zaga, larry sullivan, larisa oleynik",united states,2020,tv-ma,2,season,"tv dramas, teen tv shows"
ns2101,3.5,movie,septembers of shiraz,wayne blair,"adrien brody, salma hayek, shohreh aghdashloo, alon aboutboul, navid navid, ariana molkara, nasser memarzia, jamie ward, anthony azizi, liron levo, gabriella wright",united states,2016,pg-13,110,min,"dramas, thrillers"
ns2102,3.6,tv show,baewatch: parental guidance,,,,2019,tv-ma,1,season,"british tv shows, reality tv, romantic tv shows"
ns2103,3.6,tv show,ojos in d' house,,"'najite dede, jude chukwuka, taiwo arimoro, odenike odetola, funmi eko, keppy ekpenyong",nigeria,2013,tv-g,1,season,"international tv shows, tv comedies"
ns2104,3.5,movie,class of '83,atul sabharwal,"bobby deol, bhupendra jadawat, hitesh bhojraj, anup soni, joy sengupta, sameer paranjape, ninad mahajani, prithvik pratap",india,2020,tv-14,98,min,"dramas, international movies, thrillers"
ns2105,3.6,movie,dark forces,bernardo arellano,"tenoch huerta, eréndira ibarra, dale carley, ariane pellicer, johana blendl, dai liparoti, mauricio aspe, nick zedd",mexico,2020,tv-ma,81,min,"horror movies, independent movies, international movies"
ns2106,3.5,tv show,hoops,,"jake johnson, ron funches, cleo king, natasha leggero, a.d. miles, rob riggle, steve berg, eric edelstein, ben hoffman, mary holland, gil ozeri, sam richardson, nick swardson",united states,2020,tv-ma,1,season,tv comedies
ns2107,3.5,tv show,rust valley restorers,,"mike hall, michael daingerfield",canada,2020,tv-14,3,season,"international tv shows, reality tv"
ns2108,3.4,movie,the sleepover,trish sie,"sadie stanley, maxwell simkins, ken marino, malin akerman, cree cicchino, lucas jaye, karla souza, enuka okuma, erik griffin, joe manganiello",united states,2020,tv-pg,104,min,"action & adventure, children & family movies, comedies"
ns2109,3.6,tv show,goedam,hong won-ki,"seola, lee hyun-joo, song chae-yun, han ga-rim, shim so-young",south korea,2020,tv-ma,1,season,"international tv shows, tv horror, tv mysteries"
ns211,3.5,movie,ragini mms,pawan kripalani,"kainaz motivala, rajkummar rao, rajat kaul, janice, shernaza, mangala ahire, vinod rawat",india,2011,tv-ma,93,min,"horror movies, international movies"
ns2110,3.5,movie,john was trying to contact aliens,,,united states,2020,tv-pg,17,min,"documentaries, lgbtq movies"
ns2111,3.5,movie,scarecrow,khaled marei,"ahmed helmy, menna shalaby, khaled el sawy, bayoumi fouad, entsar, samy maghawry, mahmoud ellisy, yasser el tobgy, hassan hosny, lotfy labib",egypt,2019,tv-ma,121,min,"comedies, international movies"
ns2112,3.6,movie,the crimes that bind,sebastián schindel,"cecilia roth, miguel ángel solá, benjamín amadeo, sofía gala castiglione, yanina ávila, marcelo subiotto, paola barrientos, diego cremonesi, claudio martínez bel",argentina,2020,tv-14,100,min,"dramas, international movies"
ns2113,3.6,tv show,demarcus family rules,,,united states,2020,tv-14,1,season,reality tv
ns2114,3.5,tv show,high score,,,united states,2020,tv-14,1,season,"docuseries, science & nature tv"
ns2115,3.6,movie,little singham: kaal ka badla,prakash satam,"anamaya verma, arushi talwar, ganesh divekar, jigna bhardwaj, krishna dasadiya, neshma chemburkar, manoj pandey, parminder ghumman, pranav vaidya, saumya daan, sonal kaushal, sumriddhi shukla",,2020,tv-y7,70,min,"children & family movies, comedies"
ns2116,3.5,movie,drunk parents,fred wolf,"alec baldwin, salma hayek, jim gaffigan, joe manganiello, treat williams, ben platt, aasif mandvi, natalia cigliuti",united states,2019,r,97,min,comedies
ns2117,3.5,movie,meet the in-laws,niyi akinmolayan,"adeniyi johnson, tina mba, dele odule, lilian esoro, amaechi muonagor, blessing onwukwe, dayo amusa, kenneth okolie",nigeria,2017,tv-pg,75,min,"comedies, dramas, international movies"
ns2118,3.6,movie,crazy awesome teachers,sammaria sari simanjuntak,"gading marten, dian sastrowardoyo, faradina mufti, boris bokir, kevin ardilova, shakira jasmine, asri welas, arswendi bening swara, kiki narendra, ibnu jamil",indonesia,2020,tv-pg,102,min,"comedies, dramas, international movies"
ns2119,3.6,tv show,glitch techs,,"ricardo hurtado, monica ray, luke youngblood, scott  kreamer, dan milano, gunnar sizemore, zehra fazal, sandeep parikh",united states,2020,tv-y7,2,season,kids' tv
ns212,3.5,movie,ragini mms 2,bhushan patel,"sunny leone, saahil prem, parvin dabas, sandhya mridul, divya dutta, soniya mehra, kainaz motivala, karan mehra",india,2014,tv-ma,113,min,"horror movies, international movies"
ns2120,3.6,movie,islands of faith,chairun nissa,,indonesia,2018,tv-pg,88,min,"documentaries, faith & spirituality, international movies"
ns2121,3.5,movie,les misérables,tom hooper,"hugh jackman, russell crowe, anne hathaway, amanda seyfried, sacha baron cohen, helena bonham carter, eddie redmayne, aaron tveit, samantha barks, daniel huttlestone","united kingdom, united states",2012,pg-13,158,min,"dramas, international movies, music & musicals"
ns2122,3.6,movie,seventh son,sergei bodrov,"jeff bridges, ben barnes, julianne moore, alicia vikander, antje traue, olivia williams, john desantis, kit harington, djimon hounsou, gerard plunkett, jason scott lee","united states, united kingdom, canada, china",2014,pg-13,102,min,"action & adventure, sci-fi & fantasy"
ns2123,3.4,tv show,stranger,,"seung-woo cho, doona bae, joon-hyuk lee, kyeong-yeong lee, jae-myung yoo, hye-sun shin",south korea,2020,tv-ma,2,season,"crime tv shows, international tv shows, korean tv shows"
ns2124,3.6,tv show,dérè: an african tale,,"weruche opia, gbenro ajibade, ireti doyle, keppy ekpenyong, carol king, shaffy bello, tosan edremoda ugbeye, nina iphechukwude anyianuka, pearl nkiru waturuocha, emmanuel ikubese, omowunmi dada, paul adams, charles ukpong, monica friday, kevin ushi",,2016,tv-pg,1,season,"international tv shows, romantic tv shows, tv dramas"
ns2125,3.6,tv show,rita,,"mille dinesen, carsten bjørnlund, lise baastrup, nikolaj groth, ellen hillingsø, morten vang simonsen, lykke sand michelsen, carsten norgaard, sara hjort ditlevsen, alexandre willaume",denmark,2020,tv-ma,5,season,"international tv shows, tv comedies, tv dramas"
ns2126,3.5,tv show,takki,,"moayed althagafi, khairiah abulaban, ali alsharif, adel redwan, redwan alremey, hind alsaigh, reem alhabib, khaled bamashmoos, fahad ghazoli, dareen albayedh, naif althufairi, mohammad balkhi",saudi arabia,2014,tv-14,2,season,"international tv shows, tv dramas"
ns2127,3.6,movie,what's your raashee?,ashutosh gowariker,"harman baweja, priyanka chopra, manju singh, anjan srivastav, darshan jariwala, dilip joshi, vishwa badola, rajesh vivek, daya shankar pandey, yuri suri",india,2009,tv-pg,203,min,"comedies, international movies, music & musicals"
ns2128,3.6,tv show,3%,,"joão miguel, bianca comparato, michel gomes, rodolfo valente, vaneza oliveira, rafael lozano, viviane porto, mel fronckowiak, sergio mamberti, zezé motta, celso frateschi",brazil,2020,tv-ma,4,season,"international tv shows, tv dramas, tv sci-fi & fantasy"
ns2129,3.6,movie,beyond the boundary: icc women's t20 world cup australia 2020,anna stone,,,2020,tv-g,59,min,"documentaries, international movies, sports movies"
ns213,3.6,tv show,rebellion,,"charlie murphy, ruth bradley, sarah greene, brian gleeson, michelle fairley, ian mcelhinney, michael ford-fitzgerald, paul reid, barry ward, tom turner, perdita weeks, andrew simpson, sophie robinson",ireland,2016,tv-ma,2,season,"international tv shows, tv dramas"
ns2130,3.5,movie,fearless,cory edwards,"yara shahidi, miles robbins, miguel j. pimentel, gabrielle union, jadakiss, tom kenny, angie martinez, harland williams, fat joe, amari mccoy, dwyane wade",canada,2020,tv-y7,92,min,"children & family movies, comedies"
ns2131,3.5,movie,nigerian prince,faraday okoro,"antonio bell, chinaza uche, tina mba, bimbo manuel, toyin oshinaike, craig stott, ebbe bassey, cristabel goddy, omar maskati, russell g. jones, dean cameron","united states, nigeria",2018,tv-ma,104,min,"dramas, independent movies"
ns2132,3.5,movie,octonauts & the caves of sac actun,blair simmons,"teresa gallagher, simon greenall, keith wickham, rob rackstraw, michael murphy, jo wyatt, helen walsh, andres williams, paul panting",united kingdom,2020,tv-y,72,min,children & family movies
ns2133,3.6,movie,project power,"henry joost, ariel schulman","jamie foxx, joseph gordon-levitt, dominique fishback, rodrigo santoro, courtney b. vance, amy landecker, machine gun kelly, tait fletcher, allen maldonado, andrene ward-hammond",united states,2020,r,113,min,action & adventure
ns2134,3.5,tv show,teenage bounty hunters,,"anjelica bette fellini, maddie phillips, kadeem hardison, virginia williams, mackenzie astin, shirley rumierk, myles evans, devon hales, spencer house, eric graise, charity cervantes, wynn everett, method man",united states,2020,tv-ma,1,season,"crime tv shows, tv comedies, tv dramas"
ns2135,3.5,tv show,the great heist,,"andrés parra, christian tappan, marcela benjumea, juan sebastián calero, waldo urrego, rodrigo jerez, katherine vélez, paula castaño, pedro suárez, édgar vittorino, ramsés ramos, juan pablo barragán",colombia,2020,tv-ma,1,season,"crime tv shows, international tv shows, spanish-language tv shows"
ns2136,3.6,tv show,the legend of korra,,"janet varney, david faustino, p.j. byrne, j.k. simmons, dee bradley baker, seychelle gabriel, logan wells, jeff bennett, kiernan shipka",united states,2014,tv-y7,4,season,"kids' tv, tv action & adventure, tv sci-fi & fantasy"
ns2137,3.6,tv show,zoids wild,,"kensho ono, takahiro sakurai, mikako komatsu, etsuko kozakura, subaru kimura, kaito ishikawa, ami koshimizu, yoji ikuta, hayato kimura, kotaro nishiyama, takuya kirimoto, tomokazu seki, suzuko mimori",japan,2018,tv-y7,1,season,"anime series, kids' tv"
ns2138,3.5,movie,an easy girl,rebecca zlotowski,"mina farid, zahia dehar, benoît magimel, nuno lopes, clotilde courau, loubna abidar, ""riley"" lakdhar dridi, henri-noël tabary",france,2019,tv-ma,93,min,"comedies, dramas, international movies"
ns2139,3.6,movie,christine,antonio campos,"rebecca hall, michael c. hall, tracy letts, maria dizzia, j. smith-cameron, timothy simons, kim shaw, john cullum, morgan spector, jayson warner smith","united kingdom, united states",2016,r,119,min,"dramas, independent movies"
ns214,3.5,tv show,ride on time,,"king & prince, hey! say! jump, kat-tun, news, kansai johnny's jr., snow man, tomoyuki yara, travis japan, bi shonen, sixtones, hihi jets, kis-my-ft2, koichi domoto",,2021,tv-pg,3,season,"docuseries, international tv shows"
ns2140,3.6,movie,simon killer,antonio campos,"brady corbet, mati diop, constance rousseau, lila salet, solo, michaël abiteboul, nicolas ronchi, étienne rotha moeng","united states, france",2012,tv-ma,105,min,"dramas, independent movies, thrillers"
ns2141,3.6,tv show,(un)well,,,united states,2020,tv-ma,1,season,reality tv
ns2142,3.5,movie,gunjan saxena: the kargil girl,sharan sharma,"janhvi kapoor, pankaj tripathi, angad bedi, viineet kumar, manav vij, ayesha raza mishra",india,2020,tv-14,113,min,"action & adventure, dramas, international movies"
ns2143,3.6,movie,mr. peabody & sherman,rob minkoff,"ty burrell, max charles, ariel winter, stephen colbert, leslie mann, stanley tucci, allison janney, mel brooks, patrick warburton, stephen tobolowsky, lake bell",united states,2014,pg,93,min,"children & family movies, comedies, sci-fi & fantasy"
ns2144,3.5,movie,"rob schneider: asian momma, mexican kids",tyler spindel,rob schneider,united states,2020,tv-ma,44,min,stand-up comedy
ns2145,3.5,tv show,game on: a comedy crossover event,,"loretta devine, tia mowry-hardrict, anthony alabi, paul wight, allison munn, gabriel iglesias, sherri shepherd, paulina chávez, jencarlos canela",united states,2020,tv-g,1,season,"kids' tv, tv comedies"
